Country Name,Country Code,Indicator Name,Indicator Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Antigua and Barbuda,ATG,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,64.72847822,65.1453142,65.51759372,65.86002522,66.184525,66.51199902,66.83473593,67.18515698,67.55506634,67.93166256,68.30213114,68.48733376,68.72103441,68.95624809,69.14608587,69.26875147,69.23207126,69.19288244,69.11908273,
Australia,AUS,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,66.793903,66.92790583,67.04806589,67.15320284,67.24543778,67.31412183,67.48309718,67.61745743,67.68373866,67.67151777,67.59110796,67.33382876,67.08384074,66.82679484,66.55144441,66.25804941,65.90657302,65.5309417,65.15290773,
Austria,AUT,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,67.78294608,67.8768838,67.90045796,67.8734889,67.84319453,67.83092329,67.74827548,67.6808155,67.6229858,67.56033295,67.48495145,67.42486929,67.35891667,67.27283607,67.16624799,67.03954297,66.9201963,66.81250731,66.70048591,
Azerbaijan,AZE,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,63.00237814,63.7613882,64.51452998,65.30841065,66.19693155,67.18462793,68.03759751,68.96813855,69.88769845,70.67573709,71.26638023,71.57633025,71.70604268,71.67595692,71.55420234,71.3895879,71.02714111,70.72264792,70.43524739,
Burundi,BDI,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,47.42977245,48.09179923,48.77103056,49.44983134,50.11392106,50.74582524,51.22225743,51.68615354,52.10599129,52.44784624,52.69882136,52.6896526,52.64439019,52.56663555,52.47395472,52.38346737,52.30296162,52.25774518,52.25137879,
Belgium,BEL,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,65.56770436,65.55241346,65.52918822,65.5082929,65.51523232,65.55887681,65.58719711,65.6696398,65.76525793,65.81434152,65.7832315,65.64750773,65.46890953,65.25842861,65.04598292,64.85353395,64.61143766,64.37944165,64.1558335,
Benin,BEN,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,51.60393659,51.69829072,51.83681649,52.00782389,52.19996015,52.40542581,52.45458231,52.52796846,52.62833824,52.76048139,52.92409965,53.01843992,53.16027989,53.33574356,53.52991646,53.73519093,53.89830798,54.0874712,54.29871231,
Burkina Faso,BFA,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,50.46527627,50.4862328,50.55520577,50.66039512,50.79078281,50.93823318,50.93529795,50.97477053,51.05040428,51.16200291,51.3087322,51.35670738,51.46729701,51.62365718,51.80948173,52.01818557,52.20262596,52.4098388,52.64493785,
Bangladesh,BGD,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,59.18887607,59.57994646,59.99746554,60.43288839,60.87805835,61.33156347,61.67627181,62.0420957,62.42721667,62.82739801,63.24123467,63.71440142,64.17373515,64.63338145,65.11320972,65.61857714,66.11132307,66.625937,67.13558688,
Bulgaria,BGR,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,67.74535047,67.9707461,68.23333235,68.52113293,68.799176,69.03287671,69.00712514,68.97331704,68.88989986,68.71259875,68.42500372,67.92498628,67.38421023,66.81348703,66.24427967,65.70743309,65.2542739,64.79766683,64.38262025,
Bahrain,BHR,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,67.40604654,68.54468171,69.60916607,70.5415894,71.35184444,72.07534268,73.63102529,74.93587819,75.99630733,76.86992227,77.60867463,77.5015628,77.39302616,77.23447714,77.03018169,76.82605472,77.26758181,77.78620365,78.319356,
"Bahamas, The",BHS,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,65.30862168,65.59061259,65.76253007,65.8760447,65.99152069,66.1099123,66.31242202,66.42095623,66.53379151,66.72034645,67.00249618,67.36897141,67.84044402,68.37287462,68.88431413,69.31770201,69.77191543,70.06535605,70.25752197,
Bosnia and Herzegovina,BIH,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,68.31273713,68.21983261,68.23724187,68.35544245,68.54357135,68.78181493,69.14615725,69.46863308,69.75948193,70.04219556,70.30332438,70.25471331,70.30021315,70.40122441,70.42495847,70.27787392,70.000378,69.45453189,68.76346488,
Belarus,BLR,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,67.995373,68.29774871,68.59766899,68.91449583,69.27123357,69.67708308,69.98807278,70.36731654,70.73980295,71.01526616,71.14013435,70.97741766,70.68497913,70.29289311,69.85744404,69.41362835,69.07010989,68.71698692,68.28890878,
Belize,BLZ,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,55.35086833,55.7540686,56.15790958,56.59237265,57.08018691,57.62121212,58.17203231,58.72552462,59.27423955,59.80423003,60.30843753,60.99346833,61.62662722,62.23970612,62.85692455,63.48047976,63.96579805,64.48057184,64.98377585,
Bermuda,BMU,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,57.01565073,57.18006558,57.37417038,57.59020811,57.82107674,58.06416078,58.28750439,58.54368062,58.82186965,59.10780421,59.39331787,59.68275192,59.96086214,60.23771489,60.52875085,60.83890768,61.11593252,61.41950378,61.73450486,
Brazil,BRA,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,64.81263782,65.17113863,65.54028372,65.9094747,66.27334827,66.63279823,67.0055129,67.35836828,67.6977274,68.03101121,68.35583019,68.65427008,68.92770221,69.17532426,69.39061969,69.56613409,69.64878959,69.7106712,69.74309026,
Barbados,BRB,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,66.11789404,66.3893578,66.57950078,66.71842933,66.85168771,66.9864615,67.05312512,67.12665949,67.16259564,67.12462292,67.00610709,67.06915865,67.08717981,67.07727158,67.05813374,67.03186553,67.00618623,66.9488387,66.85435789,
Brunei Darussalam,BRN,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,66.97492234,67.3926725,67.88097421,68.35233078,68.78889807,69.21591612,69.41957473,69.72170736,70.0564808,70.36983011,70.65118385,71.04763163,71.30522395,71.48046219,71.64719635,71.8373033,71.8158647,71.93625979,72.10039094,
Bhutan,BTN,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,56.27058937,57.01974687,57.84116698,58.71425636,59.61193773,60.5130877,61.14844618,61.78355062,62.41794009,63.05329467,63.68666512,64.37260745,65.05578116,65.71637355,66.32955754,66.87801219,67.41476949,67.85570099,68.22563455,
Botswana,BWA,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,58.09044297,58.6482894,59.12168068,59.53708434,59.93643824,60.33268152,60.61659952,60.9247123,61.23136979,61.49850166,61.71475589,61.69297158,61.60355489,61.47483598,61.34879619,61.24681476,61.32850786,61.47432293,61.66317964,
Central African Republic,CAF,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,53.19365009,53.07593891,53.03963991,53.06500779,53.12667698,53.21383663,53.03932498,52.90530513,52.82533722,52.82455261,52.91946143,52.56822409,52.29940114,52.11832703,52.01153629,51.96418119,52.21238314,52.52216971,52.87990574,
Canada,CAN,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,68.27134994,68.48999677,68.68572505,68.86716827,69.04442219,69.20650153,69.33034088,69.42767915,69.47633483,69.45565817,69.35777322,69.13351886,68.89937956,68.6308948,68.31509023,67.95488432,67.64695567,67.28747162,66.89774245,
Central Europe and the Baltics,CEB,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,68.22519933,68.5046896,68.80161558,69.10861463,69.40881809,69.68145629,69.81951185,69.92152615,69.97198535,69.95546979,69.86426581,69.58365513,69.2934081,68.96771421,68.57209741,68.09632796,67.62510796,67.04008565,66.40394211,
Switzerland,CHE,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,67.28840732,67.3869218,67.51259664,67.65502364,67.7992533,67.92710147,68.02892963,68.10338674,68.13834406,68.12321086,68.05029022,67.9424995,67.80135944,67.61946597,67.41365649,67.20934339,66.93853889,66.69663819,66.46582867,
Channel Islands,CHI,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,68.42895926,68.46080069,68.52455948,68.61289549,68.70007166,68.74431361,68.65458015,68.6444295,68.73741474,68.90654832,69.07483692,68.75737587,68.48249988,68.26568039,68.12248629,68.03337667,67.83666721,67.67497703,67.51417897,
Chile,CHL,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,65.01762148,65.37982805,65.74010535,66.11059978,66.50032023,66.90124609,67.28003491,67.65416258,68.00638942,68.31223463,68.55618649,68.70431883,68.8189839,68.88375027,68.8894152,68.83656301,68.82224834,68.78390925,68.71629587,
China,CHN,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,68.39942643,68.84570634,69.63820318,70.61835958,71.50885232,72.16407974,72.67358001,72.98536685,73.12961128,73.20572554,73.26558948,73.23099978,73.17702795,73.0809292,72.89924074,72.61433377,72.20275277,71.71751844,71.20211371,
Cote d'Ivoire,CIV,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,53.54117142,53.3320307,53.17397941,53.06497133,53.00383506,52.99264802,52.99225547,53.0566181,53.17551355,53.33424696,53.52049754,53.71621723,53.92454923,54.14653009,54.38562725,54.63863285,54.79850449,54.99270587,55.20408485,
Cameroon,CMR,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,51.75394782,51.93996325,52.140167,52.35172118,52.57584278,52.80942018,52.89514068,53.02207943,53.17043884,53.32030414,53.46566122,53.53058118,53.61596424,53.72540222,53.8695782,54.0539964,54.204904,54.40127529,54.6395428,
"Congo, Dem. Rep.",COD,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,51.50620435,51.40560799,51.33792603,51.29170152,51.2649598,51.25513948,51.10595124,51.00889708,50.94629563,50.90159465,50.86833881,50.73456277,50.64420847,50.59529653,50.59244086,50.63821747,50.63351317,50.69676857,50.81651729,
"Congo, Rep.",COG,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,55.1208012,55.19816603,55.29410912,55.39275628,55.47454072,55.52911787,55.60319358,55.65775973,55.70117906,55.75717707,55.84249453,55.61749177,55.45671045,55.35266579,55.2936937,55.27628681,55.3186953,55.41263957,55.554778,
Colombia,COL,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,62.22281582,62.56111547,62.85245683,63.1321418,63.45455261,63.84286683,64.24088139,64.71395175,65.22503967,65.71327489,66.14505989,66.5847684,66.94996701,67.25687799,67.53055121,67.77563749,68.0179463,68.24399892,68.444057,
Comoros,COM,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,52.98760779,53.29688714,53.64376913,54.01064109,54.37805997,54.73139675,54.99125993,55.24843365,55.50059416,55.75267508,56.00586929,56.18248182,56.37109374,56.56536369,56.76305982,56.96479656,57.09911613,57.26460022,57.45456686,
Cabo Verde,CPV,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,52.02270965,52.91765835,53.768024,54.63738804,55.60502566,56.68873858,57.79738687,58.9976003,60.22310863,61.36527551,62.36100793,63.27905592,64.02565143,64.61930481,65.11477586,65.54884963,65.92895362,66.28433966,66.6129059,
Costa Rica,CRI,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,63.25869959,63.7889885,64.38371831,65.01401399,65.63271643,66.20993293,66.75445274,67.23600722,67.66151519,68.04576242,68.39085608,68.61858381,68.82000853,68.98450415,69.10082087,69.16721468,69.18392152,69.17211756,69.12540822,
Caribbean small states,CSS,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,62.13713293,62.50501952,62.8530856,63.18768195,63.52310179,63.86594601,64.30805932,64.73545084,65.15664428,65.56349822,65.93553599,66.2545121,66.54199298,66.79504775,67.01429914,67.20263285,67.31138986,67.41276572,67.490417,
Cuba,CUB,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,68.56539789,68.68982299,68.99838218,69.39758663,69.73330199,69.93057459,70.03461783,70.01657257,69.91608326,69.80720708,69.7183692,69.66576667,69.60256386,69.52338545,69.41681826,69.27860239,69.03808734,68.8156205,68.60254959,
Curacao,CUW,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,64.80626608,65.40980338,65.77526436,66.01932676,66.23420008,66.41051256,66.36849635,66.41848956,66.47848967,66.43185867,66.2468497,66.21737846,65.96885355,65.5981734,65.22894547,64.90831858,64.65427315,64.50613283,64.43115906,
Cayman Islands,CYM,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,67.37143402,67.73490122,68.11213105,68.48503819,68.85921331,69.23686971,69.54176299,69.87223057,70.19480141,70.48984457,70.74586648,70.71707533,70.66392023,70.5651711,70.42676074,70.27145054,70.0034268,69.74801598,69.49309027,
Czech Republic,CZE,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,69.77460143,70.18543847,70.52430678,70.80826937,71.04752516,71.22484943,71.16236224,71.09043674,70.95678902,70.7031885,70.31826833,69.71476978,69.05406551,68.34524579,67.61556015,66.89083524,66.27224569,65.61791833,64.99251759,
Germany,DEU,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,67.83921211,67.60595765,67.37253548,67.13905687,66.91467656,66.71504331,66.50495348,66.31166703,66.13711176,65.99266964,65.87886682,65.78525291,65.74820938,65.73234874,65.68373814,65.56447055,65.39599085,65.17782359,64.9170079,
Djibouti,DJI,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,56.01657785,56.3584647,56.87991839,57.51901227,58.17758614,58.82382982,59.86334627,60.88129508,61.87052739,62.79784447,63.61214856,64.01354615,64.32026282,64.56317439,64.8183199,65.12697581,65.27921284,65.56145065,65.89830466,
Dominica,DMA,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,,,,,,,,,,,,,,,,,,,,
Denmark,DNK,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,66.67677677,66.55990543,66.44286658,66.33126464,66.22573162,66.11934776,65.97682414,65.83647186,65.69187022,65.5404398,65.3825742,65.1572512,64.94189973,64.6886875,64.39695943,64.10939592,63.98027856,63.84881462,63.7287848,
Dominican Republic,DOM,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,60.28116512,60.55693246,60.80962983,61.06164333,61.34127084,61.66022352,62.00485622,62.38388172,62.78409719,63.17642429,63.53787642,63.83332632,64.091107,64.31206007,64.50097357,64.66184515,64.77723382,64.86939538,64.94005302,
Algeria,DZA,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,61.32987203,62.40208341,63.39027438,64.30234951,65.1422789,65.8877914,66.44938519,66.86369515,67.13221663,67.26307818,67.26101388,67.01824764,66.76538119,66.44641223,66.00259811,65.42884525,64.85756642,64.18320494,63.48882487,
East Asia & Pacific (excluding high income),EAP,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,66.86834553,67.27472376,67.90833764,68.66373661,69.35816122,69.89643006,70.34250518,70.65218179,70.84556988,70.98349818,71.09680659,71.13491388,71.14726719,71.12220342,71.03764155,70.88507213,70.62443648,70.32428622,70.00494974,
Early-demographic dividend,EAR,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,59.88706547,60.22075825,60.57465995,60.93991573,61.30576099,61.66643269,61.99638507,62.31931823,62.63708064,62.95462695,63.27433773,63.56036326,63.85539783,64.14947355,64.42870581,64.68534158,64.90279212,65.10080029,65.28462516,
East Asia & Pacific,EAS,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,67.13890501,67.489517,68.0372633,68.69051407,69.29092116,69.754068,70.14170415,70.40766147,70.56846844,70.67497596,70.75254701,70.7561126,70.73309408,70.67416673,70.56170444,70.38862875,70.11692625,69.81087352,69.48816626,
Europe & Central Asia (excluding high income),ECA,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,66.46372719,66.75178249,67.0494698,67.37076441,67.72523453,68.1140069,68.40616255,68.72227259,69.00726747,69.20773173,69.29486674,69.20748559,69.04161432,68.80105777,68.50347561,68.16893451,67.75083096,67.32274249,66.90225108,
Europe & Central Asia,ECS,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,66.79254352,66.93654631,67.07777002,67.22425258,67.38614495,67.56621483,67.66231456,67.77620834,67.87242526,67.91411287,67.879042,67.70609502,67.48835939,67.22732278,66.93420773,66.62320831,66.29713927,65.96199993,65.62970509,
Ecuador,ECU,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,60.14363239,60.35382097,60.61494438,60.90628361,61.1967752,61.47112,61.7977644,62.09128534,62.37005907,62.65967458,62.96703303,63.26888213,63.57835586,63.87741275,64.13675162,64.33873755,64.5292714,64.68725933,64.81411827,
"Egypt, Arab Rep.",EGY,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,58.2265525,58.75731642,59.39265924,60.07206592,60.70936834,61.26027492,61.71840803,62.09838398,62.39076512,62.58043435,62.6508703,62.59219353,62.37331285,62.06951386,61.78781703,61.58430923,61.20794447,61.03653001,60.97149994,
Euro area,EMU,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,67.26308605,67.19131332,67.10679209,67.01378307,66.92527853,66.85116256,66.71381636,66.60300762,66.49887526,66.37619463,66.21979202,65.98143209,65.73435357,65.47684844,65.21691834,64.96167601,64.75281704,64.5424634,64.33202622,
Eritrea,ERI,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,50.45999504,52.16998032,53.73167415,55.14916918,56.4348962,57.56867029,57.46707308,57.32112012,57.11698428,56.84161773,56.51659788,55.73536422,,,,,,,,
Spain,ESP,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,68.59628352,68.76462977,68.90737349,69.01135407,69.06789442,69.07534255,68.90773938,68.71970277,68.51686057,68.32090889,68.15238494,67.72598007,67.38204018,67.08087727,66.77511668,66.44684001,66.32406859,66.15081329,65.95449137,
Estonia,EST,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,67.39932186,67.5472254,67.68600134,67.82933173,67.96889037,68.08817628,67.99838146,67.91792879,67.8011571,67.61225475,67.34279158,66.92204391,66.48656737,66.03063389,65.55041226,65.04749777,64.81120538,64.46494213,64.01656941,
Ethiopia,ETH,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,50.4356555,50.33998454,50.30989595,50.316514,50.34161125,50.39584951,50.54480867,50.75047523,51.02436332,51.36817196,51.76671341,52.25844476,52.77091022,53.29853088,53.83490768,54.37154756,54.806239,55.26137124,55.7158851,
European Union,EUU,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,67.41212064,67.41991573,67.41914468,67.41326317,67.40878463,67.40887477,67.32943605,67.26248816,67.18964147,67.08794135,66.94071998,66.69191968,66.4294328,66.14868373,65.85132292,65.54327225,65.27510509,64.98535993,64.68886333,
Fragile and conflict affected situations,FCS,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,54.0162109,54.08337272,54.17953208,54.29358694,54.41663578,54.54428514,54.53866375,54.55501782,54.59121086,54.64781672,54.72613638,54.78175447,54.86852698,54.98312115,55.12359867,55.28826147,55.36953426,55.48809341,55.64120723,
Finland,FIN,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,66.87011874,66.91386194,66.85966418,66.75406387,66.67015759,66.63364979,66.60377062,66.6243656,66.63144999,66.52419893,66.24784607,65.77964756,65.19782004,64.54761203,63.91531419,63.36096879,62.87518101,62.47008231,62.13402948,
Fiji,FJI,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,61.55305879,62.48524127,63.2813947,64.0006568,64.70007092,65.37115204,65.40145192,65.53546443,65.74788759,65.98155891,66.18086618,66.0505716,65.89462806,65.68400477,65.4312467,65.17953045,65.11699349,65.05660094,65.03769739,
France,FRA,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,65.03560716,64.99006334,64.97819248,64.98883814,65.01053305,65.03434458,65.00602043,64.99289703,64.96176362,64.86391581,64.67012556,64.37688916,63.99616067,63.56295102,63.13889012,62.76647242,62.4703445,62.22117654,62.00891081,
Faroe Islands,FRO,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,55.99802611,56.11487968,56.3337382,56.61406348,56.92192263,57.25673473,58.14503042,58.93780399,59.68438233,60.41175042,61.09550971,61.67423876,62.29594473,62.88918679,63.38253634,63.75958492,64.04845076,64.21464395,64.29598722,
Gabon,GAB,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,53.77104432,54.1602842,54.58758145,55.03847485,55.49658552,55.945889,56.53993422,57.10208309,57.61606543,58.07455791,58.47506988,58.88646502,59.26522648,59.58292219,59.83575751,60.04053015,59.80552555,59.59324359,59.41022284,
United Kingdom,GBR,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,65.07446315,65.22558885,65.41405401,65.6191745,65.81702866,65.98665631,66.06240578,66.10823351,66.10844296,66.05215528,65.93477087,65.64102679,65.34134542,65.03614935,64.74006782,64.46994818,64.25192612,64.07385559,63.92605226,
Georgia,GEO,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,66.24550942,66.25415204,66.27500164,66.3010869,66.36609355,66.4906246,66.74204959,67.05939978,67.38608453,67.65090567,67.80414428,67.71366059,67.56095929,67.33930216,67.0450679,66.68471588,66.25135414,65.79735257,65.33926797,
Ghana,GHA,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,54.66955093,54.90377856,55.21910805,55.58455808,55.95647452,56.31076137,56.64338374,56.95937885,57.26389922,57.56865062,57.87553473,58.04243407,58.21632954,58.39935853,58.59489365,58.80449011,58.94660284,59.13016395,59.33504041,
Gibraltar,GIB,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,50.13785187,49.95395672,49.85730382,49.84176451,49.89291088,49.99654759,50.07494554,50.19310451,50.35009476,50.54666736,50.78210973,50.9922967,51.24402098,51.52425676,51.81036971,52.08652173,52.46573455,52.84481425,53.22380421,
"Gambia, The",GMB,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,50.36248684,50.39122871,50.4796473,50.62303223,50.82200321,51.07288075,51.21590756,51.42305872,51.67517618,51.94115426,52.19646932,52.28631705,52.40195211,52.5350968,52.68235541,52.84261647,52.90754052,53.00730976,53.141274,
Guinea-Bissau,GNB,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,51.66282222,51.92713588,52.21494946,52.52251024,52.84699107,53.17570431,53.35541068,53.55210575,53.7548309,53.95523077,54.14767775,54.21349734,54.31173866,54.42446709,54.53816006,54.65109987,54.68375338,54.74237547,54.83713146,
Equatorial Guinea,GNQ,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,55.71718678,56.0669721,56.42694841,56.72978342,56.96527926,57.15396879,57.47817707,57.80850859,58.09407091,58.34999817,58.61086708,58.83095051,59.12958899,59.42282377,59.68464114,59.93669175,60.04345035,60.23120407,60.42552379,
Greece,GRC,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,68.46891168,68.26843913,68.02076137,67.75347708,67.52247799,67.35838556,67.00132532,66.69193564,66.40746197,66.11371631,65.79322033,65.55250913,65.3157625,65.08096457,64.84708249,64.61915148,64.51476823,64.39583895,64.27348306,
Grenada,GRD,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,58.07182519,59.14633556,60.26883069,61.33551272,62.26436793,63.05500616,63.77021528,64.41486833,65.04039599,65.66561741,66.23648019,66.44537249,66.74329431,67.01488398,67.1631375,67.17397057,67.16336692,67.03194617,66.81680334,
Greenland,GRL,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,52.28612458,52.54246854,52.75149629,52.95632695,53.22187947,53.57767256,54.00979815,54.54432584,55.14608721,55.75658257,56.34349998,56.99620993,57.58738049,58.14206836,58.69667447,59.26100031,59.74785981,60.25278792,60.7525321,
Guam,GUM,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,64.16058817,64.06352901,63.98877691,63.94491399,63.96986736,64.08252421,64.23591851,64.4809156,64.76961191,65.03272079,65.23356163,65.40089673,65.49351234,65.5345465,65.56677597,65.60026691,65.61420304,65.65397094,65.68638097,
Guyana,GUY,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,60.26810764,60.03548012,59.66548915,59.28513051,59.0630477,59.08762563,59.80293243,60.64913178,61.56796109,62.43409949,63.16616762,63.67289516,64.0858672,64.41296746,64.68639472,64.92484025,65.06570146,65.21757638,65.33518355,
